customer_id,age,tenure_months,contract_type,monthly_charges,total_charges,internet_addon,support_calls,tech_issues_reported,payment_delay_days,churned
10414,40,12,One Year,110.72,1361.29,No,1,0,0,1
10415,38,46,One Year,87.07,3804.93,No,2,2,3,0
10416,38,2,Two Year,76.04,151.48,Yes,1,1,4,1
10417,23,35,One Year,31.1,1060.02,No,1,0,12,0
10418,41,8,Month-to-Month,64.71,459.35,Yes,3,0,1,1
10419,64,26,Month-to-Month,66.04,1468.31,No,2,1,0,1
10420,70,34,Two Year,106.46,3282.68,Yes,1,2,5,0
10421,48,7,Month-to-Month,74.66,490.53,Yes,1,1,1,1
10422,36,68,Month-to-Month,58.04,3841.82,Yes,2,1,2,0
10423,55,58,One Year,117.68,6961.89,Yes,0,1,1,0
10424,29,29,Month-to-Month,31.07,801.24,No,2,0,1,1
10425,31,36,Two Year,62.25,1961.12,No,1,0,3,0
10426,67,21,One Year,24.2,529.9,Yes,2,0,1,0
10427,29,36,Month-to-Month,93.99,2949.21,No,2,2,3,1
10428,73,10,Two Year,111.81,1057.39,No,1,1,0,1
10429,73,24,Month-to-Month,48.0,1114.11,Yes,2,0,1,1
10430,32,64,Month-to-Month,105.83,6490.51,Yes,0,0,1,1
10431,36,49,Month-to-Month,49.22,2091.51,Yes,2,0,4,0
10432,45,36,Month-to-Month,111.08,3444.66,Yes,0,1,1,1
10433,57,24,Month-to-Month,95.4,1994.46,Yes,1,0,3,1
10434,58,23,Month-to-Month,100.49,2235.27,Yes,2,0,3,1
10435,22,62,Month-to-Month,21.8,1296.01,Yes,4,1,3,0
10436,22,37,Month-to-Month,116.28,3858.13,Yes,1,0,2,0
10437,23,12,One Year,92.67,1087.08,No,0,1,1,1
10438,40,55,Two Year,50.48,2815.31,Yes,0,0,1,1
10439,20,13,Month-to-Month,102.94,1148.62,Yes,2,0,2,1
10440,54,23,Month-to-Month,48.15,1051.66,Yes,3,1,0,1
10441,50,30,Month-to-Month,107.28,3179.34,Yes,1,2,6,1
10442,60,17,Month-to-Month,31.26,478.52,Yes,0,0,5,1
10443,38,62,One Year,90.37,5107.38,Yes,1,1,1,0
10444,37,13,One Year,74.07,936.65,Yes,0,0,2,0
10445,18,59,Month-to-Month,29.65,1801.11,Yes,2,2,8,1
10446,56,19,Month-to-Month,44.19,849.67,Yes,1,1,0,1
10447,64,49,Month-to-Month,21.24,1006.03,Yes,1,1,4,0
10448,34,12,One Year,66.88,799.39,No,2,0,0,1
10449,46,61,Month-to-Month,50.13,2822.36,Yes,1,2,2,0
10450,25,19,Two Year,79.84,1483.88,Yes,3,0,6,0
10451,43,9,One Year,49.72,422.08,Yes,2,0,2,1
10452,45,71,Month-to-Month,49.99,3151.72,No,1,1,2,0
10453,51,28,One Year,94.32,2615.47,Yes,3,0,7,1
10454,43,52,Two Year,24.81,1240.18,No,0,0,3,0
10455,30,16,One Year,110.29,1626.51,No,2,0,3,0
10456,61,69,Month-to-Month,105.23,7495.16,Yes,2,2,2,0
10457,54,12,Month-to-Month,86.78,889.52,Yes,0,1,3,1
10458,30,25,Two Year,79.32,1810.79,Yes,0,0,4,0
10459,55,52,One Year,109.23,4892.58,Yes,2,0,11,1
10460,42,53,One Year,38.53,2048.84,Yes,3,0,4,0
10461,64,23,Two Year,27.9,635.55,Yes,2,2,3,1
10462,40,16,Two Year,43.95,644.32,Yes,2,0,0,1
10463,39,57,Two Year,99.46,5584.93,Yes,0,0,5,1
10464,38,39,Month-to-Month,23.47,850.51,No,1,2,3,1
10465,71,53,Month-to-Month,78.28,4154.03,Yes,1,2,4,0
10466,47,42,One Year,119.54,4723.64,No,0,0,0,0
10467,28,58,One Year,105.57,5709.48,No,1,1,7,0
10468,21,39,One Year,72.14,2917.41,No,0,0,0,0
10469,50,14,Month-to-Month,26.36,332.2,No,2,0,0,1
10470,64,5,One Year,103.14,450.77,Yes,2,2,3,1
10471,29,35,One Year,79.9,2703.96,Yes,2,0,3,0
10472,26,18,Month-to-Month,31.49,591.68,Yes,0,0,1,1
10473,49,9,Month-to-Month,29.39,244.82,Yes,2,1,3,1
10474,28,58,Month-to-Month,110.96,5550.18,No,1,1,1,1
10475,54,17,Month-to-Month,86.92,1356.27,No,0,3,0,1
10476,41,7,Month-to-Month,102.93,685.34,Yes,1,1,0,1
10477,24,46,Month-to-Month,107.9,4379.63,Yes,0,1,6,1
10478,25,13,Month-to-Month,77.18,984.9,Yes,4,1,0,1
10479,50,40,One Year,71.74,3011.79,Yes,3,2,0,0
10480,42,42,One Year,63.04,2489.74,Yes,5,1,3,0
10481,18,9,Two Year,51.69,428.43,Yes,0,3,1,0
10482,20,50,Month-to-Month,63.46,2951.34,No,2,0,4,1
10483,57,27,Month-to-Month,97.39,2295.66,Yes,2,2,5,1
10484,45,66,Two Year,80.19,5433.61,No,0,0,5,0
10485,60,5,Month-to-Month,109.25,509.63,Yes,2,0,1,1
10486,50,29,Two Year,64.34,1730.5,No,2,2,2,1
10487,63,37,Two Year,80.71,2932.33,Yes,0,0,3,0
10488,18,38,Month-to-Month,83.13,2964.37,No,2,1,1,0
10489,55,8,Two Year,79.17,620.47,No,0,1,0,1
10490,70,65,Month-to-Month,90.26,5058.96,Yes,3,2,2,0
10491,44,17,Month-to-Month,43.74,753.06,Yes,2,0,0,1
10492,55,71,One Year,71.24,5250.76,No,1,1,9,0
10493,52,45,Month-to-Month,30.42,1341.18,Yes,3,1,4,1
10494,27,4,Two Year,58.45,243.37,Yes,2,1,0,1
10495,29,36,Month-to-Month,68.77,2179.34,Yes,1,0,1,0
10496,27,70,Month-to-Month,85.22,5640.19,No,1,0,12,0
10497,71,31,One Year,115.05,3460.84,No,1,2,1,1
10498,51,19,One Year,80.07,1470.13,Yes,1,0,4,0
10499,41,61,Month-to-Month,94.36,5354.73,Yes,3,0,1,1
10500,45,54,Month-to-Month,70.63,3499.81,No,2,0,5,0
10501,39,39,Two Year,83.41,2847.55,No,2,1,3,1
10502,62,19,Month-to-Month,27.09,477.83,No,2,2,0,1
10503,33,39,Two Year,45.44,1563.99,Yes,0,1,1,0
10504,30,67,One Year,56.19,3752.96,Yes,1,0,2,0
10505,53,45,One Year,67.25,2698.71,Yes,0,1,7,0
10506,53,13,One Year,24.56,275.13,No,2,0,0,0
10507,60,58,Month-to-Month,34.0,1894.05,Yes,2,2,2,0
10508,40,20,One Year,47.68,924.08,Yes,3,1,1,1
10509,31,61,Two Year,117.15,7320.39,Yes,0,1,6,0
10510,49,39,Month-to-Month,53.13,2000.37,Yes,3,2,4,1
10511,20,1,Two Year,68.2,62.68,No,1,3,1,1
10512,44,3,Month-to-Month,39.61,120.09,Yes,0,2,0,1
10513,36,62,Month-to-Month,81.08,4816.11,No,1,1,0,0
10514,39,63,Month-to-Month,48.07,2622.17,No,1,0,2,0
10515,74,25,Two Year,40.7,980.03,Yes,0,0,1,0
10516,18,56,Month-to-Month,71.66,4139.78,No,1,2,1,0
10517,22,33,Two Year,20.55,630.18,No,4,1,12,1
10518,66,38,Two Year,20.77,717.65,No,1,1,1,0
10519,50,6,Month-to-Month,41.91,220.96,Yes,1,2,4,1
10520,68,58,Month-to-Month,23.67,1208.51,Yes,2,0,0,1
10521,36,44,One Year,30.8,1269.22,Yes,1,0,0,1
10522,53,45,Month-to-Month,53.89,2350.2,No,0,0,1,0
10523,68,32,One Year,100.26,2778.8,No,1,1,3,0
10524,23,45,Month-to-Month,77.2,3605.71,No,0,1,2,0
10525,32,61,Month-to-Month,71.27,4351.93,Yes,1,0,6,0
10526,53,47,One Year,49.35,2243.66,Yes,1,0,1,0
10527,73,21,Month-to-Month,113.18,2414.07,Yes,2,4,1,0
10528,50,36,Month-to-Month,59.7,1861.29,Yes,1,1,7,0
10529,41,19,Month-to-Month,28.71,515.69,No,1,1,1,1
10530,44,20,Month-to-Month,81.71,1595.01,Yes,2,1,0,0
10531,66,57,Month-to-Month,31.38,1816.8,Yes,2,0,0,0
10532,28,18,Two Year,54.52,987.93,Yes,2,0,4,1
10533,66,47,Month-to-Month,70.74,3010.3,Yes,2,0,5,0
10534,40,49,Month-to-Month,107.42,5464.52,Yes,0,0,0,0
10535,50,14,One Year,69.35,849.41,Yes,2,2,1,0
10536,58,15,Month-to-Month,90.23,1387.32,Yes,1,0,4,1
10537,63,31,Month-to-Month,119.28,3861.07,Yes,2,0,8,1
10538,64,1,Two Year,33.15,29.35,Yes,3,1,1,0
10539,73,54,One Year,47.47,2549.06,No,1,1,6,1
10540,46,3,One Year,59.46,153.06,Yes,2,1,1,1
10541,48,16,One Year,62.18,926.32,No,0,0,0,0
10542,18,57,Month-to-Month,61.1,3319.91,No,0,0,0,0
10543,51,12,One Year,110.76,1284.1,Yes,4,0,1,1
10544,35,16,Month-to-Month,91.4,1516.78,No,1,0,1,1
10545,35,24,Month-to-Month,80.79,1908.81,Yes,1,1,8,1
10546,23,28,Month-to-Month,50.94,1349.66,No,0,0,0,1
10547,69,8,Month-to-Month,102.38,828.82,No,3,0,1,1
10548,57,36,Month-to-Month,115.51,4325.14,No,2,2,0,0
10549,18,8,Two Year,102.12,698.02,Yes,2,0,4,1
10550,64,58,Month-to-Month,20.16,1223.66,Yes,1,0,7,0
10551,59,60,Month-to-Month,83.64,4352.09,Yes,2,0,0,0
10552,47,50,Month-to-Month,25.11,1271.67,Yes,0,1,1,1
10553,21,28,Month-to-Month,45.76,1160.93,No,2,2,0,1
10554,49,41,One Year,25.95,932.48,Yes,2,0,1,0
10555,27,64,Month-to-Month,80.38,4825.22,Yes,2,0,0,0
10556,60,27,Month-to-Month,88.66,2343.05,No,2,0,2,0
10557,22,63,Month-to-Month,31.45,1835.11,Yes,2,1,3,0
10558,26,17,One Year,58.38,854.42,No,2,2,2,0
10559,22,33,Month-to-Month,65.62,2100.26,No,0,0,0,0
10560,28,29,Month-to-Month,56.91,1700.69,Yes,1,1,1,1
10561,52,13,Month-to-Month,32.1,386.69,Yes,1,0,3,1
10562,44,46,Month-to-Month,61.89,2543.08,Yes,3,0,2,0
10563,21,35,Month-to-Month,95.12,3124.51,Yes,1,0,0,1
10564,27,6,One Year,27.1,139.78,No,5,1,5,1
10565,56,69,One Year,28.02,1960.64,No,3,2,1,1
10566,50,47,Two Year,55.48,2647.37,Yes,3,1,0,0
10567,55,25,Month-to-Month,114.17,2761.77,Yes,2,1,0,0
10568,25,66,Month-to-Month,86.86,5277.7,Yes,1,0,10,1
10569,66,10,Month-to-Month,87.87,887.45,Yes,3,0,0,1
10570,41,56,Two Year,56.19,3023.72,Yes,2,1,7,0
10571,56,30,One Year,79.37,2417.26,Yes,0,0,1,0
10572,50,5,One Year,21.01,102.56,Yes,3,0,1,0
10573,58,33,Month-to-Month,83.61,2778.12,Yes,1,0,3,1
10574,60,65,Month-to-Month,111.33,7017.28,Yes,1,1,0,0
10575,36,18,Month-to-Month,81.26,1364.43,No,2,1,1,1
10576,19,49,One Year,107.37,5479.94,No,1,0,1,1
10577,72,11,Two Year,92.4,973.94,Yes,0,2,6,0
10578,28,26,Two Year,32.06,809.4,Yes,3,2,2,1
10579,52,63,Month-to-Month,110.25,6210.18,Yes,3,1,1,1
10580,34,59,Month-to-Month,26.64,1532.67,Yes,3,2,0,0
10581,59,27,Two Year,73.4,1911.09,Yes,1,0,2,0
10582,20,49,One Year,34.21,1486.82,No,2,2,0,0
10583,39,33,Month-to-Month,21.17,602.14,Yes,0,1,0,0
10584,52,1,Month-to-Month,62.2,60.39,Yes,1,0,1,1
10585,38,21,Month-to-Month,49.5,1042.35,Yes,1,0,2,0
10586,42,55,Month-to-Month,68.6,3602.01,No,1,1,1,0
10587,56,6,Month-to-Month,77.72,417.52,No,1,0,2,1
10588,19,69,One Year,24.37,1653.46,Yes,0,1,3,0
10589,18,5,Month-to-Month,32.3,139.86,Yes,4,0,9,1
10590,24,3,Month-to-Month,75.86,213.55,Yes,3,0,4,1
10591,37,53,Month-to-Month,54.32,2541.18,Yes,3,1,1,0
10592,60,23,Two Year,92.92,1895.43,Yes,5,1,4,0
10593,72,53,One Year,85.23,4022.37,Yes,3,2,8,0
10594,23,37,Month-to-Month,104.56,3587.62,Yes,3,0,2,1
10595,72,17,Two Year,89.25,1305.18,Yes,2,1,1,1
10596,53,1,Two Year,62.99,58.55,Yes,1,0,0,1
10597,68,51,Month-to-Month,87.3,4240.11,No,1,0,6,0
10598,38,45,Month-to-Month,47.54,2025.19,Yes,2,0,0,0
10599,68,4,One Year,50.63,187.65,No,0,0,0,1
10600,63,62,Two Year,98.9,6241.13,Yes,2,0,2,0
10601,52,65,Two Year,64.64,3693.48,Yes,4,1,5,0
10602,53,32,Two Year,99.84,3038.78,Yes,2,1,1,0
10603,25,34,One Year,102.24,2997.87,No,3,1,4,1
10604,67,39,Month-to-Month,105.76,3564.64,Yes,0,2,5,0
10605,21,26,Month-to-Month,111.66,2800.89,Yes,0,1,1,1
10606,60,34,Month-to-Month,63.1,2066.46,Yes,2,1,2,0
10607,33,54,Month-to-Month,51.89,2873.81,Yes,3,0,2,0
10608,20,3,One Year,78.22,225.64,No,2,1,8,1
10609,24,50,One Year,57.12,2975.83,Yes,0,1,3,0
10610,19,12,One Year,80.11,826.48,Yes,1,0,7,1
10611,18,65,Month-to-Month,90.56,5118.82,Yes,1,1,0,0
10612,18,54,One Year,88.84,4120.04,No,2,2,1,0
10613,55,5,Month-to-Month,57.46,254.85,Yes,1,1,0,1
10614,68,57,Month-to-Month,36.69,2004.03,No,1,0,2,1
10615,24,17,One Year,63.05,1049.46,No,2,0,6,1
10616,41,47,One Year,34.26,1383.37,Yes,2,0,1,1
10617,22,23,Two Year,109.01,2605.5,Yes,1,2,0,1
10618,38,14,Month-to-Month,54.59,778.35,Yes,0,1,0,0
10619,45,66,Month-to-Month,35.45,2127.54,No,1,1,1,0
10620,35,51,Month-to-Month,22.54,994.86,Yes,2,0,0,0
10621,41,38,Month-to-Month,84.58,2841.14,Yes,2,2,1,1
10622,49,64,Two Year,83.69,4688.72,No,1,1,5,0
10623,62,38,One Year,54.06,1796.79,Yes,0,0,1,0
10624,50,50,Two Year,27.17,1295.62,Yes,3,3,2,0
10625,27,30,Month-to-Month,60.96,1644.4,Yes,4,2,2,1
10626,26,51,Two Year,51.12,2402.79,Yes,0,1,3,1
10627,66,63,Month-to-Month,87.71,5790.42,Yes,2,2,0,0
10628,50,52,Two Year,80.58,4135.11,Yes,6,1,7,1
10629,50,38,Month-to-Month,56.46,2230.86,No,1,0,3,0
10630,24,30,Month-to-Month,41.79,1101.39,Yes,3,0,0,1
10631,21,51,Month-to-Month,118.8,5613.04,No,1,1,0,0
10632,45,5,Two Year,65.4,314.23,Yes,0,1,0,0
10633,40,29,Month-to-Month,88.83,2229.21,Yes,1,1,4,1
10634,70,4,Month-to-Month,34.06,115.92,No,2,1,2,1
10635,49,10,Two Year,68.56,674.69,Yes,1,1,1,0
10636,61,56,Month-to-Month,22.75,1246.44,No,2,3,1,0
10637,33,17,Month-to-Month,70.55,1117.98,No,1,0,5,1
10638,63,17,Month-to-Month,116.4,1875.76,Yes,3,0,6,1
10639,72,69,Month-to-Month,58.42,3761.26,Yes,2,0,2,0
10640,27,34,Two Year,23.9,694.61,Yes,2,1,2,0
10641,31,6,One Year,23.1,127.11,Yes,3,2,5,1
10642,56,53,Month-to-Month,58.8,2759.31,Yes,0,1,4,1
10643,53,66,Two Year,36.0,2066.37,Yes,2,0,1,0
10644,51,43,Month-to-Month,22.34,1000.34,Yes,2,0,0,1
10645,41,23,Month-to-Month,95.62,2133.0,Yes,2,2,4,1
10646,35,55,Month-to-Month,65.85,3606.29,No,5,0,0,1
10647,33,16,Month-to-Month,48.92,714.68,No,2,1,0,1
10648,58,8,Month-to-Month,110.01,817.27,Yes,0,0,5,1
10649,54,4,Two Year,31.61,113.47,No,2,0,2,1
10650,58,4,One Year,115.59,401.97,Yes,4,0,6,1
10651,42,56,Month-to-Month,51.4,2549.7,Yes,0,1,1,0
10652,25,25,One Year,108.84,2746.86,Yes,1,1,7,1
10653,41,67,One Year,80.29,5301.48,Yes,3,1,1,0
10654,37,67,Two Year,102.67,6599.51,Yes,1,0,3,0
10655,65,27,Two Year,118.4,3021.03,No,0,3,1,1
10656,47,32,Month-to-Month,48.84,1616.78,No,1,2,0,1
10657,37,50,One Year,116.11,5019.13,Yes,1,0,1,0
10658,35,61,One Year,58.95,3258.36,No,2,1,4,0
10659,21,51,One Year,58.55,2747.13,Yes,0,0,0,0
10660,65,19,Month-to-Month,54.04,1033.42,Yes,1,1,2,0
10661,53,21,Month-to-Month,74.14,1632.46,No,1,1,0,0
10662,23,5,Month-to-Month,35.41,159.01,Yes,2,0,0,1
10663,20,42,Month-to-Month,75.37,3244.24,Yes,4,0,2,0
10664,35,61,Month-to-Month,74.17,4597.32,Yes,2,1,9,1
10665,64,22,One Year,96.19,1893.84,Yes,0,1,1,0
10666,57,21,Month-to-Month,103.36,2018.33,Yes,2,0,2,1
10667,35,70,One Year,64.04,4177.68,Yes,1,1,9,0
10668,73,1,Month-to-Month,50.23,52.52,Yes,1,1,3,1
10669,40,5,Two Year,45.93,203.51,Yes,0,0,3,0
10670,52,12,Month-to-Month,39.46,478.18,Yes,1,0,0,1
10671,23,46,Month-to-Month,25.76,1086.42,Yes,1,2,2,0
10672,71,34,One Year,54.24,1837.1,No,1,0,1,0
10673,43,49,Two Year,47.02,2151.92,Yes,2,1,1,0
10674,38,45,Two Year,116.64,5068.62,Yes,1,1,4,0
10675,41,27,Month-to-Month,75.77,2079.59,Yes,1,0,1,1
10676,32,26,Month-to-Month,54.73,1438.4,Yes,3,2,0,1
10677,44,47,Two Year,78.05,3753.77,Yes,2,2,7,0
10678,49,56,Month-to-Month,33.92,1637.24,Yes,1,0,2,1
10679,29,63,One Year,64.4,4010.18,No,4,1,7,1
10680,22,48,Month-to-Month,82.62,3481.93,No,1,0,2,0
10681,24,61,Month-to-Month,68.89,3921.42,Yes,1,3,0,0
10682,39,26,Month-to-Month,60.18,1501.65,Yes,1,5,2,1
10683,44,36,Month-to-Month,119.38,3999.2,Yes,0,0,2,0
10684,32,1,One Year,108.03,103.05,Yes,1,1,0,1
10685,56,8,Two Year,82.34,691.2,Yes,0,2,1,0
10686,62,52,Month-to-Month,76.94,3508.95,No,1,1,1,1
10687,74,47,Two Year,82.07,3799.78,Yes,1,0,2,0
10688,52,56,Month-to-Month,40.13,2088.17,No,3,0,0,0
10689,43,14,Month-to-Month,59.51,730.33,Yes,2,0,2,1
10690,40,28,Month-to-Month,23.95,591.3,Yes,0,0,0,0
10691,30,2,Two Year,67.55,140.48,Yes,1,1,1,1
10692,43,26,One Year,74.3,1981.87,Yes,2,0,0,0
10693,20,14,One Year,42.77,617.59,No,2,2,0,0
10694,46,59,Two Year,116.4,7199.35,Yes,6,0,1,0
10695,19,56,One Year,110.95,5540.08,Yes,1,1,0,1
10696,45,7,Two Year,92.21,594.53,No,2,2,1,1
10697,40,3,One Year,73.34,216.47,No,4,1,9,1
10698,53,23,Two Year,107.0,2329.98,No,0,0,2,0
10699,66,18,Month-to-Month,33.07,555.78,No,0,1,2,1
10700,23,38,Month-to-Month,99.05,3468.67,Yes,1,2,8,1
10701,28,15,Month-to-Month,32.48,471.98,No,3,2,7,1
10702,55,64,Month-to-Month,99.42,6140.93,No,0,2,6,0
10703,71,28,One Year,47.58,1175.42,No,0,1,0,0
10704,51,39,Month-to-Month,107.71,3966.91,No,1,0,3,1
10705,34,57,One Year,114.4,6264.5,Yes,0,0,4,0
10706,20,17,Month-to-Month,34.88,571.65,No,1,1,5,0
10707,61,44,Month-to-Month,66.27,2601.03,Yes,2,0,2,1
10708,63,25,Month-to-Month,118.1,2947.94,Yes,2,0,0,1
10709,51,17,Two Year,68.34,993.37,Yes,2,0,10,1
10710,39,13,Month-to-Month,106.35,1273.28,No,2,2,1,1
10711,46,25,Month-to-Month,78.87,1983.66,Yes,0,0,1,1
10712,71,68,One Year,57.53,3766.43,Yes,1,1,1,0
10713,46,10,One Year,48.58,438.3,Yes,0,2,1,0
10714,22,67,Month-to-Month,40.32,2671.7,No,2,1,0,0
10715,27,18,Month-to-Month,96.18,1668.01,Yes,2,0,1,0
10716,27,34,Month-to-Month,58.65,2012.54,No,2,0,12,1
10717,70,8,Two Year,71.13,567.34,No,1,2,1,1
10718,26,40,Month-to-Month,69.23,2691.72,Yes,3,2,2,1
10719,38,42,Month-to-Month,77.73,3093.71,Yes,2,2,5,0
10720,30,41,Month-to-Month,106.56,3829.99,No,2,0,2,1
10721,27,6,Month-to-Month,118.07,639.18,No,3,0,1,1
10722,55,52,One Year,60.76,2950.42,No,2,2,2,0
10723,28,26,Month-to-Month,102.75,2590.98,Yes,0,3,0,0
10724,21,64,Month-to-Month,96.45,5881.08,No,1,0,0,0
10725,63,59,Month-to-Month,77.35,4142.14,Yes,1,1,3,0
10726,48,56,Month-to-Month,115.6,5510.93,Yes,1,2,7,1
10727,66,59,Month-to-Month,40.05,2243.03,No,0,2,3,0
10728,69,70,Two Year,30.93,1964.02,Yes,0,1,0,0
10729,51,33,One Year,105.4,3467.49,No,0,0,1,0
10730,59,53,Two Year,63.91,2895.37,Yes,2,2,0,0
10731,52,22,Two Year,104.7,2227.31,No,5,0,2,1
10732,56,21,One Year,109.31,2383.42,Yes,2,0,0,0
10733,56,70,Month-to-Month,26.25,1625.97,Yes,1,3,6,0
10734,50,70,One Year,108.35,7162.27,No,2,1,0,0
10735,25,4,Two Year,64.83,225.16,Yes,1,0,0,1
10736,49,62,One Year,71.04,4294.97,Yes,3,1,1,0
10737,72,62,Month-to-Month,82.66,4920.47,No,0,2,0,0
10738,50,24,Month-to-Month,112.64,2518.11,Yes,0,1,4,0
10739,25,55,Two Year,21.91,1149.95,No,0,0,7,0
10740,63,9,One Year,67.68,626.98,Yes,1,1,0,0
10741,31,3,Two Year,88.77,236.82,Yes,2,1,1,1
10742,51,31,Month-to-Month,92.27,2444.22,No,0,0,17,0
10743,25,40,Month-to-Month,89.25,3649.73,No,1,0,3,1
10744,68,36,Month-to-Month,33.44,1162.22,Yes,0,0,9,0
10745,59,24,One Year,49.94,1232.28,Yes,0,3,0,1
10746,24,6,Month-to-Month,55.87,324.96,No,2,2,0,0
10747,30,66,Month-to-Month,100.44,6708.8,Yes,1,2,0,0
10748,71,4,Two Year,47.88,179.25,Yes,2,1,1,0
10749,38,6,Month-to-Month,41.07,246.41,Yes,2,0,3,1
10750,64,51,Two Year,115.74,6095.22,Yes,1,1,0,0
10751,49,62,Month-to-Month,20.89,1249.1,Yes,1,0,2,0
10752,28,57,Two Year,119.78,6050.2,Yes,1,0,0,0
10753,31,66,One Year,87.68,5229.95,Yes,1,2,5,0
10754,28,8,Two Year,102.85,732.07,Yes,0,0,0,0
10755,19,26,Two Year,49.46,1156.56,Yes,3,1,0,1
10756,51,51,Month-to-Month,21.43,995.97,No,0,1,2,0
10757,61,45,Month-to-Month,93.79,4056.06,Yes,2,2,0,1
10758,64,44,Month-to-Month,103.41,4402.61,No,1,1,1,1
10759,34,5,One Year,94.05,439.82,No,5,0,1,0
10760,31,70,Two Year,34.29,2335.69,Yes,1,1,5,0
10761,42,26,Month-to-Month,95.34,2147.46,Yes,2,1,2,1
10762,65,68,One Year,96.89,5715.92,Yes,1,0,3,0
10763,44,19,Month-to-Month,85.85,1442.53,No,1,3,9,1
10764,25,20,Two Year,96.61,1842.58,No,1,1,12,1
10765,73,12,Two Year,104.59,1120.53,Yes,1,1,3,1
10766,34,47,Month-to-Month,81.36,3466.98,No,1,0,2,0
10767,22,1,Month-to-Month,28.86,26.84,Yes,0,1,2,0
10768,29,14,Month-to-Month,68.76,974.55,Yes,1,1,1,0
10769,55,64,One Year,27.76,1515.07,No,1,0,13,0
10770,35,38,Month-to-Month,60.75,2262.04,Yes,2,0,3,1
10771,43,37,Month-to-Month,60.71,2209.82,Yes,0,1,1,0
10772,48,11,Month-to-Month,26.6,295.45,Yes,2,0,0,1
10773,54,3,Month-to-Month,54.88,170.66,No,2,0,0,1
10774,23,33,Month-to-Month,31.1,876.49,Yes,1,0,0,0
10775,58,6,One Year,100.82,532.79,No,1,2,0,1
10776,32,50,Month-to-Month,114.77,5894.78,Yes,3,0,1,1
10777,59,10,One Year,27.23,256.43,Yes,3,0,0,0
10778,66,5,One Year,115.51,556.13,No,1,2,2,0
10779,43,23,Month-to-Month,72.26,1633.07,Yes,2,3,0,0
10780,68,10,Month-to-Month,49.96,492.51,No,0,2,0,1
10781,29,44,One Year,27.69,1262.65,Yes,3,3,1,0
10782,58,2,Two Year,70.06,147.04,Yes,1,1,6,1
10783,64,13,Month-to-Month,99.45,1285.13,Yes,2,3,1,1
10784,31,40,Month-to-Month,90.71,3292.57,No,0,1,1,0
10785,18,2,Month-to-Month,25.02,51.34,Yes,1,2,2,1
10786,34,65,One Year,27.29,1525.23,No,1,0,0,0
10787,50,63,Month-to-Month,60.29,3404.07,Yes,2,1,1,0
10788,72,17,Month-to-Month,49.53,866.83,Yes,1,1,0,1
10789,46,9,One Year,43.24,350.73,Yes,1,0,2,0
10790,70,15,One Year,48.1,645.11,No,3,1,3,1
10791,71,24,Month-to-Month,100.35,2113.67,No,2,1,3,1
10792,62,38,Month-to-Month,112.92,4384.6,No,1,1,0,1
10793,48,35,One Year,60.51,2011.98,Yes,3,0,4,1
10794,25,49,Month-to-Month,110.61,5338.48,Yes,2,0,0,0
10795,47,69,Month-to-Month,52.15,3230.65,Yes,0,0,0,0
10796,30,62,Two Year,67.64,4200.42,No,0,0,1,0
10797,33,60,Month-to-Month,42.6,2561.11,Yes,1,0,2,0
10798,19,50,One Year,84.05,3834.86,Yes,1,0,0,0
10799,62,9,Two Year,117.9,989.09,Yes,1,1,3,1
10800,35,34,Month-to-Month,80.35,2436.69,Yes,1,0,5,1
10801,52,35,Month-to-Month,55.78,2040.76,Yes,1,1,1,1
10802,62,1,One Year,84.78,83.01,No,1,0,1,0
10803,36,40,Two Year,32.29,1339.27,Yes,3,0,0,1
10804,30,64,Two Year,108.87,6345.31,No,1,0,1,0
10805,68,22,One Year,70.31,1556.69,No,2,0,0,0
10806,21,60,Month-to-Month,64.93,3908.16,Yes,0,0,9,0
10807,36,64,One Year,78.59,4971.07,Yes,0,1,1,0
10808,67,11,Month-to-Month,82.48,946.41,Yes,0,0,4,1
10809,42,14,Month-to-Month,27.18,353.39,No,3,1,0,1
10810,55,60,Month-to-Month,88.26,4639.71,Yes,2,0,5,0
10811,68,30,Month-to-Month,44.19,1304.94,Yes,1,3,5,1
10812,74,35,One Year,91.4,3185.76,Yes,0,1,3,1
10813,48,37,Month-to-Month,102.25,3650.88,Yes,0,0,7,0
10814,53,5,Month-to-Month,100.4,447.46,Yes,2,1,0,1
10815,21,26,Month-to-Month,75.25,1860.42,Yes,2,0,1,1
10816,73,62,Two Year,72.02,4074.25,No,0,2,2,0
10817,56,4,One Year,34.29,128.31,No,2,1,2,0
10818,24,42,Month-to-Month,97.53,4010.42,Yes,2,0,5,1
10819,72,18,Month-to-Month,47.14,847.71,Yes,1,0,0,0
10820,33,40,Month-to-Month,69.67,2498.21,No,1,1,0,0
10821,65,39,Two Year,48.43,1758.57,Yes,2,3,0,1
10822,22,14,One Year,33.38,422.38,No,3,0,6,0
10823,64,32,Month-to-Month,82.96,2361.97,Yes,3,0,8,1
10824,40,51,One Year,25.43,1305.59,No,2,3,2,0
10825,53,38,Month-to-Month,94.86,3719.49,Yes,2,0,2,1
10826,49,23,Two Year,51.76,1100.06,Yes,2,1,2,1
10827,41,63,Month-to-Month,20.01,1260.95,No,2,0,2,0
10828,42,15,Month-to-Month,71.11,1098.01,Yes,4,2,0,1
10829,62,25,Month-to-Month,24.69,629.12,Yes,0,0,3,1
