order_id,order_date,category,region,payment_mode,units_sold,unit_price,revenue,month
1138,2025-02-11,Toys,South,Net Banking,17,170.15,2892.55,February
1409,2025-05-04,Toys,West,Credit Card,4,283.89,1135.56,May
1532,2025-11-06,Home & Kitchen,South,Cash,17,363.68,6182.56,November
1186,2025-02-26,Books,West,Upi,19,234.8,4461.2,February
2072,2025-11-22,Electronics,South,Debit Card,22,274.45,6037.9,November
2057,2025-11-17,Home & Kitchen,South,Credit Card,20,145.85,2917.0,November
2163,2025-12-19,Books,East,Cash,20,295.38,5907.6,December
1572,2025-06-23,Electronics,South,Credit Card,19,354.59,6737.21,June
1431,2025-05-11,Books,North,Debit Card,21,271.32,5697.72,May
2153,2025-12-16,Toys,South,Cash,10,454.47,4544.7,December
1780,2025-08-25,Clothing,West,Credit Card,22,473.64,10420.08,August
1328,2025-10-04,Toys,South,Net Banking,13,419.5,5453.5,October
1318,2025-04-07,Toys,West,Upi,2,350.08,700.16,April
2160,2025-12-18,Toys,South,Net Banking,21,44.9,942.9,December
1421,2025-05-08,Toys,West,Cash,19,412.08,7829.52,May
1541,2025-06-13,Books,North,Credit Card,20,67.12,1342.4,June
1738,2025-08-12,Clothing,West,Net Banking,10,280.74,2807.4,August
2076,2025-11-23,Home & Kitchen,North,Credit Card,15,272.32000000000005,4084.8,November
2134,2025-12-10,Home & Kitchen,West,Credit Card,16,302.89,4846.24,December
1493,2025-05-30,Toys,North,Debit Card,18,178.85,3219.3,May
1792,2025-08-29,Sports,North,Debit Card,12,313.26,3759.12,August
1149,2025-02-14,Books,South,Upi,13,105.72,1374.36,February
1651,2025-07-17,Clothing,South,Cash,18,38.28,689.04,July
2149,2025-12-15,Home & Kitchen,South,Credit Card,24,402.49,9659.76,December
1545,2025-06-15,Toys,West,Credit Card,17,285.06,4846.02,June
1771,2025-08-22,Sports,West,Debit Card,20,139.64,2792.8,August
1998,2025-10-30,Electronics,South,Debit Card,23,334.2,7686.6,October
1366,2025-04-21,Sports,North,Debit Card,14,486.82,6815.48,April
2042,2025-11-13,Books,South,Credit Card,24,342.68,8224.32,November
1501,2025-06-01,Electronics,South,Debit Card,22,454.68,10002.96,June
2154,2025-12-17,Clothing,North,Credit Card,18,201.17,3621.06,December
2172,2025-12-22,Clothing,North,Upi,11,66.55,732.05,December
1961,2025-10-19,Books,West,Cash,19,216.07,4105.33,October
1900,2025-09-30,Home & Kitchen,West,Cash,4,433.72,1734.88,September
1233,2025-03-12,Home & Kitchen,North,Credit Card,15,332.67,4990.05,March
1535,2025-06-12,Books,East,Net Banking,20,144.12,2882.4,June
1610,2025-07-04,Toys,East,Credit Card,19,237.21,4506.99,July
1820,2025-06-09,Clothing,South,Net Banking,4,289.11,1156.44,June
1433,2025-05-12,Electronics,South,Debit Card,11,494.78,5442.58,May
1315,2025-06-04,Electronics,North,Credit Card,19,87.84,1668.96,June
1159,2025-02-17,Toys,West,Debit Card,4,402.89,1611.56,February
1316,2025-06-04,Books,South,Net Banking,6,252.68,1516.08,June
1257,2025-03-19,Home & Kitchen,South,Cash,18,423.21,7617.78,March
1770,2025-08-22,Home & Kitchen,East,Net Banking,20,24.44,488.8,August
1097,2025-01-30,Books,West,Debit Card,13,480.13,6241.69,January
2189,2025-12-27,Toys,South,Cash,3,408.12,1224.36,December
1745,2025-08-14,Electronics,South,Debit Card,19,467.48,8882.12,August
1385,2025-04-27,Home & Kitchen,East,Net Banking,9,706.21125,6355.9,April
2191,2025-12-28,Books,South,Debit Card,6,70.43,422.58,December
1178,2025-02-23,Electronics,East,Upi,7,248.95,1742.65,February
1484,2025-05-27,Toys,West,Upi,13,128.59,1671.67,May
1329,2025-04-10,Toys,North,Upi,24,89.02,2136.48,April
1416,2025-06-05,Home & Kitchen,North,Credit Card,17,140.45,2387.65,June
1358,2025-04-19,Toys,West,Credit Card,4,237.21,948.84,April
1348,2025-04-16,Books,East,Upi,21,20.71,434.91,April
1514,2025-06-05,Home & Kitchen,East,Net Banking,15,20.08,301.2,June
1299,2025-04-01,Toys,South,Net Banking,23,464.92,10693.16,April
1566,2025-06-21,Home & Kitchen,South,Upi,21,370.84,7787.64,June
1819,2025-09-06,Electronics,East,Net Banking,14,24.5,343.0,September
1795,2025-08-30,Electronics,West,Upi,13,275.5,3581.5,August
2141,2025-12-13,Home & Kitchen,South,Net Banking,3,368.51,1105.53,December
2195,2025-12-29,Clothing,North,Upi,14,32.01,448.14,December
1664,2025-07-21,Sports,East,Net Banking,17,133.54,2270.18,July
1250,2025-03-17,Books,West,Cash,3,164.9,494.7,March
2050,2025-11-15,Toys,North,Cash,17,377.97,6425.49,November
1016,2025-05-01,Books,South,Credit Card,21,468.46,9837.66,May
2016,2025-05-11,Toys,South,Cash,14,272.45,3814.3,May
1160,2025-02-18,Books,South,Cash,19,234.8,4461.2,February
1735,2025-08-11,Clothing,South,Upi,12,212.5,2550.0,August
1723,2025-08-08,Sports,North,Net Banking,11,131.39,1445.29,August
1361,2025-04-20,Electronics,West,Upi,20,402.31,8046.2,April
1049,2025-01-15,Electronics,North,Net Banking,12,395.7,4748.4,January
1203,2025-03-03,Electronics,South,Credit Card,9,82.46,742.14,March
1331,2025-04-11,Toys,East,Net Banking,2,390.66,781.32,April
1604,2025-03-07,Sports,East,Cash,17,8.4,142.8,March
1913,2025-10-04,Books,East,Credit Card,24,280.31,6727.44,October
1113,2025-02-04,Home & Kitchen,West,Net Banking,15,63.02,945.3,February
1339,2025-04-13,Sports,West,Debit Card,22,241.29,5308.38,April
1308,2025-04-04,Clothing,West,Net Banking,8,298.61,2388.88,April
2074,2025-11-22,Home & Kitchen,West,Net Banking,23,320.7,7376.1,November
1423,2025-05-09,Clothing,West,Credit Card,17,212.21,3607.57,May
1417,2025-05-07,Electronics,North,Cash,6,246.48,1478.88,May
1960,2025-10-19,Sports,North,Net Banking,24,317.53,7620.72,October
1411,2025-05-05,Home & Kitchen,West,Cash,18,72.89,1312.02,May
2117,2025-12-05,Toys,West,Cash,1,228.61,228.61,December
1798,2025-08-30,Toys,South,Net Banking,23,89.61,2061.03,August
1863,2025-09-19,Clothing,North,Upi,6,81.18,487.08,September
1650,2025-07-17,Home & Kitchen,North,Cash,22,111.27,2447.94,July
1396,2025-04-30,Clothing,East,Upi,18,131.95,2375.1,April
1622,2025-07-08,Books,South,Cash,15,268.07,4021.05,July
1460,2025-05-20,Toys,South,Net Banking,18,74.91,1348.38,May
1573,2025-06-23,Books,East,Upi,9,313.23,2819.07,June
1128,2025-08-02,Home & Kitchen,South,Cash,15,316.07,4741.05,August
2098,2025-11-30,Sports,West,Debit Card,6,352.54,2115.24,November
1953,2025-10-17,Sports,North,Debit Card,8,464.79,3718.32,October
1706,2025-08-03,Sports,South,Net Banking,15,485.72,7285.8,August
1607,2025-07-03,Books,North,Cash,10,208.54,2085.4,July
1450,2025-05-17,Toys,North,Net Banking,10,475.97,4759.7,May
1238,2025-03-13,Books,South,Debit Card,16,48.75,780.0,March
1168,2025-02-20,Books,West,Debit Card,4,187.94,751.76,February
1636,2025-12-07,Clothing,North,Net Banking,38,411.39,15838.52,December
1641,2025-07-14,Books,East,Upi,18,166.76,3001.68,July
1081,2025-01-25,Clothing,North,Cash,15,84.87,1273.05,January
1415,2025-05-06,Toys,East,Cash,19,313.88,5963.72,May
1675,2025-07-24,Clothing,West,Net Banking,3,290.93,872.79,July
1301,2025-04-02,Toys,East,Upi,2,266.2,532.4,April
2178,2025-12-24,Clothing,East,Net Banking,18,205.68,3702.24,December
1325,2025-04-09,Home & Kitchen,South,Debit Card,6,354.04,2124.24,April
1782,2025-08-26,Toys,South,Debit Card,24,392.73,9425.52,August
1216,2025-07-03,Home & Kitchen,West,Upi,4,349.6,1398.4,July
1627,2025-07-10,Clothing,East,Upi,15,219.75,3296.25,July
1031,2025-01-10,Home & Kitchen,West,Cash,15,133.82,2007.3,January
1243,2025-03-15,Electronics,South,Net Banking,17,133.49,2269.33,March
1983,2025-10-26,Electronics,South,Credit Card,12,450.63,5407.56,October
1210,2025-03-05,Clothing,East,Upi,16,111.38,1782.08,March
1639,2025-07-13,Clothing,North,Debit Card,22,449.7,9893.4,July
1436,2025-05-13,Books,South,Debit Card,1,101.61,101.61,May
2115,2025-12-05,Electronics,South,Debit Card,2,330.76,661.52,December
1574,2025-06-23,Clothing,West,Debit Card,11,495.1,5446.1,June
1404,2025-03-05,Books,South,Cash,11,433.01,4763.11,March
1240,2025-03-14,Toys,West,Upi,8,187.33,1498.64,March
1363,2025-04-20,Sports,North,Upi,18,19.86,357.48,April
1272,2025-03-24,Books,West,Net Banking,24,16.1,386.4,March
1467,2025-05-22,Electronics,East,Cash,13,146.43,1903.59,May
2089,2025-11-27,Books,East,Upi,2,99.02,198.04,November
1784,2025-08-26,Home & Kitchen,East,Credit Card,9,495.21,4456.89,August
1278,2025-03-26,Clothing,East,Debit Card,17,119.85,2037.45,March
2087,2025-11-26,Electronics,East,Credit Card,2,322.28,644.56,November
2164,2025-12-20,Sports,North,Debit Card,15,415.08,6226.2,December
1789,2025-08-28,Electronics,North,Net Banking,19,248.95,4730.05,August
1703,2025-08-02,Books,West,Cash,10,206.84,2068.4,August
1443,2025-05-15,Toys,South,Net Banking,9,430.6,3875.4,May
1300,2025-01-04,Home & Kitchen,North,Credit Card,9,174.24,1568.16,January
1376,2025-04-24,Electronics,North,Net Banking,18,47.13,848.34,April
1669,2025-07-22,Home & Kitchen,West,Net Banking,11,31.12,342.32,July
1811,2025-09-03,Toys,North,Credit Card,13,237.21,3083.73,September
1659,2025-07-19,Electronics,East,Upi,12,286.15,3433.8,July
1473,2025-05-24,Sports,West,Upi,16,399.88,6398.08,May
1587,2025-06-27,Sports,West,Net Banking,2,50.72,101.44,June
2170,2025-12-21,Books,East,Credit Card,2,142.15,284.3,December
1389,2025-04-28,Electronics,West,Debit Card,17,222.67,3785.39,April
1023,2025-01-07,Books,South,Upi,17,253.8,4314.6,January
1548,2025-06-16,Home & Kitchen,West,Credit Card,22,706.21125,15536.65,June
1962,2025-10-19,Clothing,North,Debit Card,6,276.33,1657.98,October
1424,2025-09-05,Toys,North,Debit Card,23,231.92,5334.16,September
2000,2025-10-31,Sports,East,Credit Card,19,174.65,3318.35,October
1892,2025-09-28,Home & Kitchen,East,Debit Card,10,45.21,452.1,September
1678,2025-07-25,Home & Kitchen,North,Debit Card,12,272.32000000000005,3267.84,July
1582,2025-06-26,Electronics,South,Upi,4,468.06,1872.24,June
1143,2025-02-13,Books,West,Net Banking,21,441.87,9279.27,February
1051,2025-01-16,Toys,South,Cash,3,457.33,1371.99,January
1701,2025-08-01,Toys,West,Debit Card,8,21.17,169.36,August
2165,2025-12-20,Books,West,Net Banking,1,44.69,44.69,December
1082,2025-01-25,Toys,North,Net Banking,11,46.36,509.96,January
1483,2025-05-27,Sports,East,Net Banking,13,437.67,5689.71,May
1322,2025-04-08,Electronics,West,Debit Card,2,319.79,639.58,April
2011,2025-11-03,Electronics,North,Upi,12,5.02,60.24,November
1725,2025-08-08,Toys,North,Credit Card,24,180.67,4336.08,August
2167,2025-12-20,Sports,East,Net Banking,5,316.9,1584.5,December
1067,2025-01-21,Clothing,West,Upi,5,375.44,1877.2,January
1968,2025-10-21,Books,South,Cash,1,445.74,445.74,October
2144,2025-12-13,Toys,East,Cash,15,278.42,4176.3,December
1778,2025-08-24,Home & Kitchen,West,Upi,1,337.19,337.19,August
1418,2025-05-07,Clothing,East,Net Banking,16,45.72,731.52,May
1748,2025-08-15,Toys,South,Upi,17,316.76,5384.92,August
1065,2025-01-20,Electronics,East,Upi,2,419.76,839.52,January
1952,2025-10-16,Books,South,Cash,3,241.87,725.61,October
1997,2025-10-30,Sports,East,Debit Card,16,165.15,2642.4,October
1734,2025-08-11,Sports,South,Cash,3,25.75,77.25,August
1492,2025-05-30,Toys,North,Upi,4,231.87,927.48,May
1749,2025-08-16,Electronics,East,Cash,3,248.95,746.85,August
1834,2025-09-10,Sports,East,Upi,4,139.39,557.56,September
1066,2025-01-20,Books,North,Credit Card,24,430.09,10322.16,January
2028,2025-08-11,Toys,East,Debit Card,15,160.88,2413.2,August
1700,2025-01-08,Sports,East,Cash,23,241.29,5549.67,January
2021,2025-11-06,Books,West,Credit Card,18,47.1,847.8,November
1297,2025-03-31,Toys,North,Net Banking,2,300.44,600.88,March
1420,2025-08-05,Sports,South,Debit Card,12,156.7,1880.4,August
1439,2025-05-13,Books,North,Cash,11,248.82,2737.02,May
1262,2025-03-21,Clothing,West,Debit Card,11,499.45,5493.95,March
1732,2025-10-08,Books,East,Cash,22,82.62,1817.64,October
1282,2025-03-27,Sports,South,Cash,3,382.34,1147.02,March
1665,2025-07-21,Books,South,Upi,16,485.01,7760.16,July
1713,2025-08-05,Books,North,Cash,18,234.8,4226.4,August
1189,2025-02-27,Home & Kitchen,West,Upi,11,337.22,3709.42,February
1938,2025-10-12,Toys,South,Credit Card,15,385.45,5781.75,October
1252,2025-03-18,Home & Kitchen,South,Net Banking,13,272.32000000000005,3540.16,March
1790,2025-08-28,Home & Kitchen,South,Upi,21,469.57,9860.97,August
1733,2025-08-11,Books,South,Upi,5,414.51,2072.55,August
1515,2025-06-06,Clothing,East,Credit Card,21,106.2,2230.2,June
1624,2025-09-07,Electronics,South,Debit Card,6,248.95,1493.7,September
1488,2025-05-28,Books,North,Debit Card,9,397.33,3575.97,May
1274,2025-03-24,Electronics,South,Debit Card,3,392.95,1178.85,March
2059,2025-11-18,Toys,North,Credit Card,17,310.47,5277.99,November
2103,2025-12-01,Sports,South,Net Banking,1,229.82,229.82,December
1449,2025-05-17,Clothing,East,Upi,5,244.845,1224.22,May
1412,2025-05-05,Books,West,Upi,15,292.45,4386.75,May
1896,2025-09-29,Clothing,West,Net Banking,11,488.75,5376.25,September
1757,2025-08-18,Sports,West,Credit Card,14,417.3,5842.2,August
1979,2025-10-24,Clothing,North,Upi,11,358.79,3946.69,October
2056,2025-11-17,Home & Kitchen,East,Upi,18,17.72,318.96,November
1150,2025-02-15,Toys,South,Debit Card,19,38.15,724.85,February
1219,2025-03-08,Clothing,North,Debit Card,1,331.46,331.46,March
1758,2025-08-18,Toys,West,Debit Card,17,272.45,4631.65,August
1193,2025-02-28,Toys,West,Debit Card,12,101.51,1218.12,February
1192,2025-02-27,Electronics,East,Debit Card,15,89.09,1336.35,February
1618,2025-07-07,Electronics,North,Upi,11,217.83,2396.13,July
2094,2025-11-28,Books,East,Debit Card,10,15.36,153.6,November
1634,2025-07-12,Home & Kitchen,East,Upi,20,331.04,6620.8,July
1744,2025-08-14,Sports,East,Net Banking,2,443.66,887.32,August
1875,2025-09-23,Sports,North,Cash,14,133.61,1870.54,September
1986,2025-10-27,Clothing,West,Credit Card,24,341.42,8194.08,October
1747,2025-08-15,Home & Kitchen,North,Debit Card,7,319.53,2236.71,August
1583,2025-06-26,Toys,East,Credit Card,8,96.94,775.52,June
1324,2025-09-04,Books,West,Net Banking,16,93.78,1500.48,September
1977,2025-10-24,Electronics,North,Debit Card,12,206.26,2475.12,October
1902,2025-10-01,Sports,North,Debit Card,20,236.5,4730.0,October
1796,2025-08-30,Sports,East,Net Banking,7,211.51,1480.57,August
1438,2025-05-13,Sports,East,Cash,12,372.11,4465.32,May
1814,2025-09-04,Sports,South,Debit Card,16,119.58,1913.28,September
1884,2025-09-26,Home & Kitchen,West,Credit Card,21,338.18,7101.78,September
1342,2025-04-14,Books,East,Upi,7,142.12,994.84,April
1003,2025-01-01,Home & Kitchen,West,Cash,19,271.47,5157.93,January
1230,2025-03-11,Clothing,West,Cash,18,113.26,2038.68,March
1681,2025-07-26,Clothing,South,Cash,18,184.47,3320.46,July
2183,2025-12-25,Home & Kitchen,West,Upi,6,243.23,1459.38,December
1077,2025-01-24,Clothing,West,Credit Card,10,5.99,59.9,January
2132,2025-10-12,Toys,North,Net Banking,10,79.96,799.6,October
1372,2025-04-23,Sports,North,Net Banking,4,487.79,1951.16,April
1181,2025-02-24,Electronics,West,Debit Card,5,37.9,189.5,February
1751,2025-08-16,Electronics,North,Credit Card,20,267.99,5359.8,August
1578,2025-06-25,Electronics,East,Cash,24,224.19,5380.56,June
1944,2025-10-14,Sports,East,Credit Card,15,241.29,3619.35,October
1801,2025-08-31,Sports,East,Net Banking,5,449.49,2247.45,August
2049,2025-11-15,Toys,West,Credit Card,10,351.8,3518.0,November
2040,2025-12-11,Books,North,Debit Card,19,204.34,3882.46,December
1682,2025-07-26,Books,West,Debit Card,19,403.83,7672.77,July
1590,2025-06-28,Electronics,East,Debit Card,23,79.48,1828.04,June
1816,2025-05-09,Books,East,Credit Card,16,463.6,7417.6,May
1861,2025-09-19,Books,East,Upi,4,403.69,1614.76,September
2019,2025-11-06,Books,West,Debit Card,24,285.04,6840.96,November
1999,2025-10-30,Electronics,South,Credit Card,19,280.51,5329.69,October
1038,2025-01-12,Home & Kitchen,East,Cash,21,407.99,8567.79,January
1354,2025-04-18,Toys,South,Cash,13,237.21,3083.73,April
2124,2025-07-12,Electronics,South,Net Banking,4,331.55,1326.2,July
1237,2025-03-13,Sports,North,Cash,38,97.92,3769.92,March
2139,2025-12-12,Books,South,Upi,15,198.91,2983.65,December
1500,2025-01-06,Books,South,Net Banking,22,122.88,2703.36,January
1554,2025-06-17,Clothing,North,Net Banking,5,175.82,879.1,June
1056,2025-01-17,Sports,North,Debit Card,23,470.85,10829.55,January
1303,2025-04-02,Home & Kitchen,South,Debit Card,14,272.32000000000005,3812.48,April
1287,2025-03-28,Home & Kitchen,South,Upi,15,314.18,4712.7,March
1846,2025-09-14,Toys,East,Cash,9,237.21,2134.89,September
1220,2025-08-03,Books,East,Upi,24,399.14,9579.36,August
1670,2025-07-23,Sports,South,Debit Card,12,347.55,4170.6,July
1388,2025-04-28,Clothing,North,Credit Card,15,484.04,7260.6,April
2102,2025-12-01,Home & Kitchen,West,Debit Card,4,272.32000000000005,1089.28,December
1391,2025-04-29,Electronics,East,Debit Card,22,400.16,8803.52,April
1353,2025-04-17,Books,West,Net Banking,17,442.04,7514.68,April
1194,2025-02-28,Sports,West,Debit Card,13,445.75,5794.75,February
1236,2025-03-13,Toys,South,Net Banking,13,381.62,4961.06,March
2128,2025-09-12,Sports,South,Debit Card,4,407.79,1631.16,September
1481,2025-05-26,Clothing,South,Net Banking,1,114.15,114.15,May
1568,2025-06-22,Books,North,Credit Card,13,144.4,1877.2,June
1117,2025-02-05,Electronics,South,Net Banking,5,107.09,535.45,February
1965,2025-10-20,Toys,East,Cash,8,333.59,2668.72,October
1654,2025-07-18,Sports,North,Upi,14,21.06,294.84,July
2020,2025-06-11,Home & Kitchen,South,Upi,1,259.66,259.66,June
2135,2025-12-11,Clothing,North,Cash,6,292.96,1757.76,December
1840,2025-12-09,Sports,South,Net Banking,24,417.02,10008.48,December
1821,2025-09-06,Books,East,Upi,15,199.48,2992.2,September
1121,2025-02-06,Clothing,North,Credit Card,23,256.36,5896.28,February
1864,2025-09-19,Home & Kitchen,East,Credit Card,19,78.88,1498.72,September
2046,2025-11-14,Books,South,Debit Card,10,68.52,685.2,November
1817,2025-09-05,Toys,West,Credit Card,7,212.72,1489.04,September
1063,2025-01-19,Home & Kitchen,East,Net Banking,24,430.11,10322.64,January
1707,2025-08-03,Sports,West,Credit Card,1,283.28,283.28,August
1454,2025-05-18,Books,South,Upi,16,234.8,3756.8,May
1516,2025-06-06,Electronics,East,Cash,10,173.5,1735.0,June
1571,2025-06-23,Sports,West,Upi,15,241.29,3619.35,June
1224,2025-09-03,Electronics,South,Debit Card,19,469.84,8926.96,September
1614,2025-07-06,Sports,East,Debit Card,8,139.46,1115.68,July
1222,2025-03-09,Sports,West,Upi,15,347.72,5215.8,March
1709,2025-08-03,Sports,North,Debit Card,7,38.88,272.16,August
1838,2025-09-12,Electronics,West,Upi,23,30.03,690.69,September
1466,2025-05-22,Clothing,South,Debit Card,9,413.73,3723.57,May
1053,2025-01-16,Clothing,East,Debit Card,12,166.74,2000.88,January
2122,2025-12-07,Electronics,South,Credit Card,17,210.34,3575.78,December
1486,2025-05-28,Sports,East,Credit Card,13,5.32,69.16,May
2169,2025-12-21,Books,North,Net Banking,16,392.82,6285.12,December
1973,2025-10-23,Electronics,West,Cash,13,49.49,643.37,October
1156,2025-02-17,Sports,East,Net Banking,12,241.29,2895.48,February
1971,2025-10-22,Sports,North,Net Banking,6,252.64,1515.84,October
1601,2025-07-02,Electronics,North,Debit Card,15,409.62,6144.3,July
1929,2025-10-09,Sports,South,Credit Card,6,424.21,2545.26,October
1249,2025-03-17,Home & Kitchen,South,Upi,6,335.09,2010.54,March
1442,2025-05-14,Books,North,Net Banking,15,183.89,2758.35,May
2112,2025-04-12,Electronics,West,Upi,24,172.96,4151.04,April
2125,2025-12-08,Electronics,East,Credit Card,19,223.81,4252.39,December
1543,2025-06-14,Sports,North,Upi,16,122.28,1956.48,June
1702,2025-08-01,Clothing,West,Cash,13,240.42,3125.46,August
1118,2025-02-05,Books,North,Cash,10,198.97,1989.7,February
2034,2025-11-10,Sports,South,Credit Card,22,241.29,5308.38,November
1629,2025-07-10,Toys,East,Credit Card,14,62.71,877.94,July
1752,2025-08-16,Sports,North,Debit Card,21,340.33,7146.93,August
1976,2025-10-23,Home & Kitchen,West,Credit Card,19,459.05,8721.95,October
1292,2025-03-30,Electronics,North,Upi,5,379.58,1897.9,March
2068,2025-11-20,Books,South,Net Banking,2,47.59,95.18,November
1382,2025-04-26,Clothing,South,Net Banking,24,137.94,3310.56,April
1737,2025-08-12,Books,South,Net Banking,13,440.27,5723.51,August
1991,2025-10-28,Clothing,South,Net Banking,7,112.86,790.02,October
1201,2025-03-02,Electronics,East,Net Banking,24,248.95,5974.8,March
1597,2025-06-30,Toys,East,Upi,24,376.83,9043.92,June
2166,2025-12-20,Sports,South,Net Banking,14,241.04,3374.56,December
2044,2025-11-13,Books,East,Debit Card,24,70.94,1702.56,November
1730,2025-08-10,Clothing,South,Cash,8,200.65,1605.2,August
1931,2025-10-10,Clothing,West,Upi,20,339.86,6797.2,October
1506,2025-06-03,Clothing,South,Credit Card,3,246.2,738.6,June
1349,2025-04-16,Home & Kitchen,West,Debit Card,19,214.55,4076.45,April
1978,2025-10-24,Sports,South,Net Banking,16,75.92,1214.72,October
2093,2025-11-28,Toys,North,Debit Card,15,456.11,6841.65,November
1341,2025-04-14,Electronics,East,Debit Card,21,288.44,6057.24,April
1616,2025-06-07,Home & Kitchen,South,Net Banking,4,96.39,385.56,June
1155,2025-02-16,Books,North,Cash,21,37.95,796.95,February
2133,2025-12-10,Home & Kitchen,South,Credit Card,6,241.32,1447.92,December
1805,2025-09-02,Clothing,East,Credit Card,23,13.21,303.83,September
1078,2025-01-24,Clothing,South,Debit Card,18,360.78,6494.04,January
1288,2025-03-29,Home & Kitchen,South,Debit Card,38,432.89,16666.26,March
1323,2025-04-08,Electronics,South,Upi,10,301.65,3016.5,April
1963,2025-10-20,Electronics,South,Upi,1,91.45,91.45,October
1867,2025-09-20,Sports,South,Credit Card,9,207.19,1864.71,September
1841,2025-09-13,Sports,East,Debit Card,20,403.8,8076.0,September
1083,2025-01-25,Books,North,Net Banking,17,14.47,245.99,January
1849,2025-09-15,Toys,South,Debit Card,5,237.21,1186.05,September
1465,2025-05-21,Clothing,South,Credit Card,7,95.5,668.5,May
1842,2025-09-13,Toys,South,Debit Card,23,116.04,2668.92,September
1799,2025-08-31,Home & Kitchen,South,Cash,7,211.98,1483.86,August
2200,2025-12-31,Books,North,Credit Card,17,234.8,3991.6,December
1969,2025-10-21,Electronics,West,Credit Card,5,290.56,1452.8,October
1334,2025-04-12,Home & Kitchen,North,Credit Card,8,419.89,3359.12,April
1011,2025-01-04,Books,North,Net Banking,9,127.95,1151.55,January
1739,2025-08-13,Clothing,South,Net Banking,4,119.53,478.12,August
1471,2025-05-23,Electronics,West,Upi,4,75.79,303.16,May
1033,2025-01-10,Books,East,Net Banking,21,84.43,1773.03,January
1826,2025-09-08,Toys,North,Credit Card,15,156.68,2350.2,September
1414,2025-05-06,Clothing,West,Credit Card,11,76.32,839.52,May
1581,2025-06-26,Clothing,South,Cash,22,418.11,9198.42,June
1383,2025-04-26,Toys,North,Net Banking,2,54.98,109.96,April
1871,2025-09-22,Clothing,South,Debit Card,18,199.0,3582.0,September
2099,2025-11-30,Toys,North,Debit Card,9,169.02,1521.18,November
2197,2025-12-30,Electronics,West,Credit Card,19,451.69,8582.11,December
2182,2025-12-25,Books,West,Upi,18,337.76,6079.68,December
2168,2025-12-21,Sports,South,Debit Card,11,415.18,4566.98,December
1379,2025-04-25,Clothing,North,Cash,14,109.34,1530.76,April
1090,2025-01-28,Sports,North,Credit Card,20,262.02,5240.4,January
1836,2025-11-09,Toys,North,Upi,2,190.49,380.98,November
1602,2025-07-02,Books,North,Cash,22,379.74,8354.28,July
1214,2025-03-06,Electronics,West,Net Banking,6,98.02,588.12,March
1333,2025-04-11,Sports,North,Cash,3,241.29,723.87,April
1134,2025-02-10,Home & Kitchen,West,Net Banking,4,418.88,1675.52,February
1347,2025-04-16,Home & Kitchen,East,Debit Card,13,30.73,399.49,April
1907,2025-10-03,Toys,West,Net Banking,17,284.29,4832.93,October
1008,2025-03-01,Home & Kitchen,West,Debit Card,18,394.76,7105.68,March
1889,2025-09-27,Books,North,Upi,16,183.43,2934.88,September
1321,2025-04-08,Home & Kitchen,South,Debit Card,23,82.32,1893.36,April
2071,2025-11-21,Electronics,East,Cash,6,294.87,1769.22,November
1188,2025-02-26,Electronics,South,Credit Card,2,74.46,148.92,February
1635,2025-07-12,Home & Kitchen,North,Credit Card,20,466.12,9322.4,July
1553,2025-06-17,Sports,West,Upi,2,121.04,242.08,June
1305,2025-04-03,Sports,East,Debit Card,6,326.51,1959.06,April
1032,2025-10-01,Clothing,South,Net Banking,5,83.95,419.75,October
1881,2025-09-25,Toys,West,Upi,16,124.06,1984.96,September
1685,2025-07-27,Books,South,Credit Card,6,46.92,281.52,July
1241,2025-03-14,Toys,East,Credit Card,20,219.01,4380.2,March
1068,2025-01-21,Books,East,Cash,7,222.41,1556.87,January
1175,2025-02-22,Home & Kitchen,North,Upi,15,332.53,4987.95,February
1767,2025-08-21,Clothing,North,Upi,18,157.69,2838.42,August
2199,2025-12-30,Home & Kitchen,North,Net Banking,10,112.08,1120.8,December
1246,2025-03-16,Home & Kitchen,West,Upi,1,125.48,125.48,March
1057,2025-01-18,Clothing,South,Upi,8,438.78,3510.24,January
1631,2025-07-11,Sports,North,Net Banking,17,451.69,7678.73,July
1584,2025-06-26,Sports,West,Debit Card,3,189.39,568.17,June
2052,2025-11-16,Toys,North,Debit Card,6,252.48,1514.88,November
1146,2025-02-14,Electronics,East,Debit Card,3,196.97,590.91,February
1091,2025-01-28,Clothing,North,Credit Card,24,244.845,5876.28,January
2143,2025-12-13,Sports,South,Upi,21,33.99,713.79,December
1393,2025-04-30,Toys,South,Debit Card,17,153.19,2604.23,April
1901,2025-10-01,Sports,West,Credit Card,16,148.27,2372.32,October
1683,2025-07-27,Toys,South,Debit Card,23,167.45,3851.35,July
1311,2025-04-05,Home & Kitchen,North,Net Banking,13,272.32000000000005,3540.16,April
1360,2025-04-19,Books,East,Cash,22,234.8,5165.6,April
1094,2025-01-29,Electronics,West,Credit Card,1,198.56,198.56,January
2066,2025-11-20,Sports,East,Net Banking,3,294.85,884.55,November
2051,2025-11-15,Sports,North,Credit Card,2,437.07,874.14,November
1377,2025-04-25,Clothing,North,Debit Card,12,195.87,2350.44,April
1244,2025-03-15,Electronics,South,Credit Card,17,21.67,368.39,March
2105,2025-12-02,Sports,West,Debit Card,10,467.69,4676.9,December
1088,2025-01-27,Toys,West,Upi,2,57.15,114.3,January
1215,2025-03-06,Electronics,North,Debit Card,23,43.1,991.3,March
