order_id,order_date,category,region,payment_mode,units_sold,unit_price,revenue
1494,30/05/2025,books,south,Net Banking,3.0,51.42,154.26
1295,31-Mar-2025,  Electronics  ,West,UPI,4.0,197.67,790.68
1644,07/15/2025,Toys,  East  ,Credit Card,15.0,401.49,6022.35
1564,06/20/2025,clothing,WEST,UPI,16.0,473.84,7581.44
1612,07/05/2025,Home & Kitchen,north,Cash,13.0,160.37,2084.81
1505,2025-06-03,CLOTHING,  South  ,Credit Card,11.0,81.47,896.17
1020,01/06/2025,books,West,Cash,16.0,224.74,3595.84
1410,05/05/2025,  Books  ,SOUTH,UPI,4.0,402.88,1611.52
1559,19-Jun-2025,home & kitchen,EAST,,23.0,136.42,3137.66
1964,10/20/2025,Electronics,WEST,Credit Card,17.0,151.49,2575.33
1705,2025-08-02,SPORTS,East,Debit Card,4.0,329.92,1319.68
2096,11/29/2025,  Home & Kitchen  ,North,Net Banking,1.0,33.16,33.16
1948,10/15/2025,  Home & Kitchen  ,North,Debit Card,17.0,,
1832,09/10/2025,TOYS,,Net Banking,24.0,141.24,3389.76
1138,11/02/2025,TOYS,South,Net Banking,17.0,170.15,2892.55
1409,2025-05-04,Toys,west,Credit Card,4.0,283.89,1135.56
1532,06/11/2025,HOME & KITCHEN,SOUTH,Cash,17.0,363.68,6182.56
1186,26/02/2025,  Books  ,  West  ,UPI,19.0,,
2072,11/22/2025,electronics,  South  ,Debit Card,22.0,274.45,6037.9
2057,2025-11-17,home & kitchen,  South  ,Credit Card,20.0,145.85,2917.0
2163,19-Dec-2025,Books,East,Cash,20.0,295.38,5907.6
1572,06/23/2025,  Electronics  ,,Credit Card,19.0,354.59,6737.21
1431,11-May-2025,books,North,Debit Card,21.0,271.32,5697.72
2153,2025-12-16,Toys,south,Cash,10.0,454.47,4544.7
1780,08/25/2025,clothing,  West  ,Credit Card,22.0,473.64,10420.08
1328,04/10/2025,toys,,Net Banking,13.0,419.5,5453.5
1318,07/04/2025,Toys,West,UPI,2.0,350.08,700.16
2160,12/18/2025,Toys,,Net Banking,21.0,44.9,942.9
1421,2025-05-08,TOYS,West,Cash,19.0,412.08,7829.52
1541,2025-06-13,Books,North,Credit Card,20.0,67.12,1342.4
1738,12/08/2025,CLOTHING,West,Net Banking,10.0,280.74,2807.4
2076,11/23/2025,Home & Kitchen,North,Credit Card,15.0,,
2134,10/12/2025,Home & Kitchen,WEST,Credit Card,16.0,302.89,4846.24
1493,2025-05-30,Toys,  North  ,Debit Card,18.0,178.85,3219.3
1792,08/29/2025,Sports,North,Debit Card,12.0,313.26,3759.12
1149,2025-02-14,Books,SOUTH,UPI,13.0,105.72,1374.36
1651,17-Jul-2025,CLOTHING,south,Cash,18.0,38.28,689.04
2149,2025-12-15,  Home & Kitchen  ,South,Credit Card,24.0,402.49,9659.76
1545,2025-06-15,Toys,West,Credit Card,17.0,285.06,4846.02
1771,22-Aug-2025,SPORTS,West,Debit Card,20.0,139.64,2792.8
1998,30/10/2025,Electronics,  South  ,Debit Card,23.0,334.2,7686.6
1366,21/04/2025,Sports,north,Debit Card,14.0,486.82,6815.48
2042,13/11/2025,BOOKS,south,Credit Card,24.0,342.68,8224.32
1501,2025-06-01,Electronics,,Debit Card,22.0,454.68,10002.96
2154,17/12/2025,clothing,North,Credit Card,18.0,201.17,3621.06
2172,12/22/2025,Clothing,North,UPI,11.0,66.55,732.05
1961,2025-10-19,books,WEST,Cash,19.0,216.07,4105.33
1900,09/30/2025,Home & Kitchen,west,Cash,4.0,433.72,1734.88
1233,2025-03-12,Home & Kitchen,NORTH,Credit Card,15.0,332.67,4990.05
1535,12-Jun-2025,books,east,Net Banking,20.0,144.12,2882.4
1610,04/07/2025,Toys,East,Credit Card,19.0,,
1820,09/06/2025,Clothing,South,Net Banking,4.0,289.11,1156.44
1433,2025-05-12,Electronics,South,Debit Card,11.0,494.78,5442.58
1315,04/06/2025,Electronics,NORTH,Credit Card,19.0,87.84,1668.96
1159,17-Feb-2025,TOYS,West,,4.0,402.89,1611.56
1316,04/06/2025,  Books  ,South,Net Banking,6.0,252.68,1516.08
1257,2025-03-19,  Home & Kitchen  ,south,Cash,18.0,423.21,7617.78
1770,22/08/2025,Home & Kitchen,east,Net Banking,20.0,24.44,488.8
1097,2025-01-30,Books,  West  ,,13.0,480.13,6241.69
2189,2025-12-27,Toys,south,Cash,3.0,408.12,1224.36
1745,2025-08-14,Electronics,SOUTH,Debit Card,19.0,467.48,8882.12
1385,2025-04-27,home & kitchen,East,Net Banking,9.0,15004.928151934882,135044.35
2191,28-Dec-2025,Books,  South  ,Debit Card,6.0,70.43,422.58
1178,23/02/2025,  Electronics  ,East,UPI,7.0,,
1484,05/27/2025,toys,West,UPI,,128.59,
1329,2025-04-10,Toys,North,UPI,24.0,89.02,2136.48
1315,06-Apr-2025,Electronics,North,Credit Card,19.0,87.84,1668.96
1416,05/06/2025,home & kitchen,  North  ,Credit Card,17.0,140.45,2387.65
1358,19/04/2025,toys,West,Credit Card,4.0,,
1348,04/16/2025,BOOKS,East,UPI,21.0,20.71,434.91
1514,05/06/2025,home & kitchen,East,Net Banking,15.0,20.08,301.2
1299,01-Apr-2025,toys,South,Net Banking,23.0,464.92,10693.16
1456,05/19/2025,clothing,  East  ,Net Banking,9.0,118.76,1068.84
1566,21/06/2025,  Home & Kitchen  ,South,UPI,21.0,370.84,7787.64
1819,06-Sep-2025,ELECTRONICS,east,Net Banking,14.0,24.5,343.0
1795,30-Aug-2025,Electronics,  West  ,UPI,13.0,275.5,3581.5
2141,2025-12-13,Home & Kitchen,,Net Banking,3.0,368.51,1105.53
2195,29-Dec-2025,clothing,North,UPI,14.0,32.01,448.14
1664,07/21/2025,Sports,East,Net Banking,17.0,133.54,2270.18
1250,17/03/2025,Books,West,Cash,3.0,164.9,494.7
2050,15/11/2025,toys,north,Cash,17.0,377.97,6425.49
1016,01/05/2025,Books,South,Credit Card,21.0,468.46,9837.66
2016,11/05/2025,toys,SOUTH,Cash,14.0,272.45,3814.3
1160,02/18/2025,Books,South,Cash,19.0,,
1735,11-Aug-2025,Clothing,,UPI,12.0,212.5,2550.0
1723,08-Aug-2025,Sports,north,Net Banking,11.0,131.39,1445.29
1361,2025-04-20,Electronics,West,UPI,20.0,402.31,8046.2
1049,2025-01-15,Electronics,North,Net Banking,12.0,395.7,4748.4
1203,03-Mar-2025,Electronics,  South  ,Credit Card,9.0,82.46,742.14
1331,11-Apr-2025,Toys,East,Net Banking,2.0,390.66,781.32
1604,07/03/2025,sports,East,Cash,17.0,8.4,142.8
1913,2025-10-04,Books,  East  ,Credit Card,24.0,280.31,6727.44
1113,2025-02-04,HOME & KITCHEN,WEST,Net Banking,15.0,63.02,945.3
1339,13-Apr-2025,Sports,West,Debit Card,22.0,,
1229,11/03/2025,Books,East,Credit Card,14.0,348.85,4883.9
1308,04/04/2025,Clothing,West,Net Banking,8.0,298.61,2388.88
2074,22/11/2025,Home & Kitchen,WEST,Net Banking,23.0,320.7,7376.1
1423,09-May-2025,Clothing,West,Credit Card,17.0,212.21,3607.57
1417,2025-05-07,ELECTRONICS,north,Cash,6.0,246.48,1478.88
1960,10/19/2025,Sports,NORTH,Net Banking,24.0,317.53,7620.72
1411,05-May-2025,Home & Kitchen,West,Cash,18.0,72.89,1312.02
2117,2025-12-05,Toys,West,Cash,1.0,228.61,228.61
1798,30/08/2025,TOYS,South,Net Banking,23.0,89.61,2061.03
1863,19-Sep-2025,Clothing,NORTH,UPI,6.0,81.18,487.08
1650,17/07/2025,  Home & Kitchen  ,north,Cash,22.0,111.27,2447.94
1396,04/30/2025,Clothing,EAST,UPI,18.0,131.95,2375.1
1622,08/07/2025,Books,South,Cash,15.0,268.07,4021.05
1460,05/20/2025,toys,South,Net Banking,18.0,74.91,1348.38
1573,2025-06-23,BOOKS,EAST,UPI,9.0,313.23,2819.07
1128,02/08/2025,home & kitchen,south,Cash,15.0,316.07,4741.05
2098,30/11/2025,sports,  West  ,Debit Card,6.0,352.54,2115.24
1953,2025-10-17,  Sports  ,NORTH,Debit Card,8.0,464.79,3718.32
1706,03/08/2025,SPORTS,,Net Banking,15.0,485.72,7285.8
1607,03-Jul-2025,Books,NORTH,Cash,10.0,208.54,2085.4
1450,17/05/2025,Toys,North,Net Banking,10.0,475.97,4759.7
1238,13/03/2025,BOOKS,South,Debit Card,16.0,48.75,780.0
1168,02/20/2025,Books,West,Debit Card,4.0,187.94,751.76
1636,07/12/2025,clothing,north,Net Banking,774.0,411.39,318415.86
1641,2025-07-14,Books,EAST,UPI,18.0,166.76,3001.68
1081,2025-01-25,clothing,  North  ,Cash,15.0,84.87,1273.05
1415,06-May-2025,TOYS,East,Cash,19.0,313.88,5963.72
1675,24-Jul-2025,clothing,West,Net Banking,3.0,290.93,872.79
1301,2025-04-02,TOYS,east,UPI,2.0,266.2,532.4
2178,24/12/2025,Clothing,EAST,Net Banking,18.0,205.68,3702.24
1325,2025-04-09,Home & Kitchen,south,Debit Card,6.0,354.04,2124.24
1782,26/08/2025,Toys,SOUTH,Debit Card,24.0,392.73,9425.52
1216,03/07/2025,HOME & KITCHEN,west,UPI,4.0,349.6,1398.4
1627,10-Jul-2025,Clothing,east,UPI,15.0,219.75,3296.25
1031,10-Jan-2025,Home & Kitchen,West,Cash,15.0,133.82,2007.3
1243,15-Mar-2025,Electronics,South,Net Banking,17.0,133.49,2269.33
1983,26-Oct-2025,Electronics,South,Credit Card,12.0,450.63,5407.56
1210,05/03/2025,Clothing,East,UPI,16.0,111.38,1782.08
1639,13-Jul-2025,Clothing,North,Debit Card,22.0,449.7,9893.4
1436,05/13/2025,books,south,Debit Card,1.0,101.61,101.61
2147,14-Dec-2025,Sports,South,Net Banking,9.0,290.61,2615.49
2115,05-Dec-2025,ELECTRONICS,South,Debit Card,2.0,330.76,661.52
1574,23/06/2025,clothing,West,Debit Card,11.0,495.1,5446.1
1404,05/03/2025,BOOKS,SOUTH,Cash,11.0,433.01,4763.11
1240,14-Mar-2025,Toys,WEST,UPI,8.0,187.33,1498.64
1363,20-Apr-2025,Sports,North,UPI,18.0,19.86,357.48
1272,03/24/2025,books,WEST,Net Banking,24.0,16.1,386.4
1467,22-May-2025,Electronics,EAST,Cash,13.0,146.43,1903.59
2089,2025-11-27,Books,East,UPI,2.0,99.02,198.04
1784,08/26/2025,home & kitchen,east,Credit Card,9.0,495.21,4456.89
1278,26/03/2025,CLOTHING,East,Debit Card,17.0,119.85,2037.45
2087,26-Nov-2025,ELECTRONICS,East,Credit Card,2.0,322.28,644.56
2164,12/20/2025,sports,NORTH,Debit Card,15.0,415.08,6226.2
1789,2025-08-28,  Electronics  ,North,Net Banking,19.0,,
1703,02-Aug-2025,Books,WEST,Cash,10.0,206.84,2068.4
1443,15-May-2025,  Toys  ,South,Net Banking,9.0,430.6,3875.4
1300,04/01/2025,home & kitchen,North,Credit Card,9.0,174.24,1568.16
1376,04/24/2025,Electronics,North,Net Banking,18.0,47.13,848.34
1669,2025-07-22,  Home & Kitchen  ,  West  ,Net Banking,11.0,31.12,342.32
1811,03-Sep-2025,TOYS,NORTH,Credit Card,13.0,,
1659,19-Jul-2025,Electronics,EAST,UPI,12.0,286.15,3433.8
1473,2025-05-24,Sports,west,UPI,16.0,399.88,6398.08
1587,27-Jun-2025,Sports,  West  ,Net Banking,2.0,50.72,101.44
2170,21/12/2025,Books,  East  ,Credit Card,2.0,142.15,284.3
1389,2025-04-28,Electronics,West,Debit Card,17.0,222.67,3785.39
1023,07-Jan-2025,BOOKS,,UPI,17.0,253.8,4314.6
1548,06/16/2025,home & kitchen,West,Credit Card,22.0,9280.19960908618,204164.39
1962,19/10/2025,Clothing,North,Debit Card,6.0,276.33,1657.98
1424,05/09/2025,Toys,NORTH,Debit Card,23.0,231.92,5334.16
2000,10/31/2025,  Sports  ,EAST,Credit Card,19.0,174.65,3318.35
1892,09/28/2025,HOME & KITCHEN,East,Debit Card,10.0,45.21,452.1
1678,25/07/2025,home & kitchen,north,Debit Card,12.0,,
1582,26-Jun-2025,  Electronics  ,,UPI,4.0,468.06,1872.24
1143,13-Feb-2025,Books,west,Net Banking,21.0,441.87,9279.27
1051,16-Jan-2025,Toys,south,Cash,3.0,457.33,1371.99
1701,2025-08-01,  Toys  ,west,Debit Card,8.0,21.17,169.36
2165,2025-12-20,BOOKS,West,Net Banking,1.0,44.69,44.69
1082,25/01/2025,toys,North,Net Banking,11.0,46.36,509.96
1483,27-May-2025,sports,East,Net Banking,13.0,437.67,5689.71
1322,08/04/2025,Electronics,West,Debit Card,2.0,319.79,639.58
2011,03-Nov-2025,Electronics,north,UPI,12.0,5.02,60.24
1725,2025-08-08,Toys,north,Credit Card,24.0,180.67,4336.08
2167,20-Dec-2025,Sports,East,Net Banking,5.0,316.9,1584.5
1067,21-Jan-2025,CLOTHING,west,UPI,5.0,375.44,1877.2
1968,10/21/2025,Books,SOUTH,Cash,1.0,445.74,445.74
2144,12/13/2025,Toys,East,Cash,15.0,278.42,4176.3
1778,24/08/2025,home & kitchen,west,UPI,1.0,337.19,337.19
1418,07/05/2025,CLOTHING,East,Net Banking,16.0,45.72,731.52
1748,08/15/2025,Toys,SOUTH,UPI,17.0,316.76,5384.92
1065,2025-01-20,  Electronics  ,East,UPI,2.0,419.76,839.52
1952,10/16/2025,Books,South,Cash,3.0,241.87,725.61
1997,2025-10-30,Sports,East,Debit Card,16.0,165.15,2642.4
1734,11/08/2025,SPORTS,South,Cash,3.0,25.75,77.25
1492,05/30/2025,toys,North,UPI,4.0,231.87,927.48
1749,2025-08-16,electronics,east,Cash,3.0,,
1834,10/09/2025,SPORTS,East,UPI,4.0,139.39,557.56
1066,20/01/2025,books,NORTH,Credit Card,24.0,430.09,10322.16
2028,11/08/2025,Toys,East,Debit Card,15.0,160.88,2413.2
1700,08/01/2025,Sports,EAST,Cash,23.0,,
2021,2025-11-06,books,West,Credit Card,18.0,47.1,847.8
1297,2025-03-31,Toys,  North  ,Net Banking,2.0,300.44,600.88
1420,05/08/2025,Sports,south,Debit Card,12.0,156.7,1880.4
1439,13-May-2025,books,north,Cash,11.0,248.82,2737.02
1262,21/03/2025,Clothing,West,Debit Card,,499.45,
1732,08/10/2025,BOOKS,East,Cash,22.0,82.62,1817.64
1282,27/03/2025,SPORTS,  South  ,Cash,3.0,382.34,1147.02
1665,2025-07-21,Books,  South  ,UPI,16.0,485.01,7760.16
1713,2025-08-05,Books,North,Cash,18.0,,
1189,2025-02-27,Home & Kitchen,WEST,UPI,11.0,337.22,3709.42
1938,12/10/2025,  Toys  ,SOUTH,Credit Card,15.0,385.45,5781.75
1252,03/18/2025,HOME & KITCHEN,SOUTH,Net Banking,13.0,,
1790,28/08/2025,  Home & Kitchen  ,South,UPI,21.0,469.57,9860.97
1733,2025-08-11,books,,UPI,5.0,414.51,2072.55
1515,06-Jun-2025,Clothing,East,Credit Card,21.0,106.2,2230.2
1624,07/09/2025,Electronics,South,Debit Card,6.0,248.95,1493.7
1488,05/28/2025,Books,NORTH,,9.0,397.33,3575.97
1274,24/03/2025,Electronics,  South  ,Debit Card,3.0,392.95,1178.85
2059,18-Nov-2025,toys,North,Credit Card,17.0,310.47,5277.99
2103,01-Dec-2025,sports,South,Net Banking,1.0,229.82,229.82
1449,2025-05-17,Clothing,  East  ,UPI,5.0,,
1412,05/05/2025,Books,WEST,UPI,15.0,292.45,4386.75
1896,09/29/2025,clothing,west,Net Banking,11.0,488.75,5376.25
1757,2025-08-18,Sports,west,Credit Card,14.0,417.3,5842.2
1979,24-Oct-2025,  Clothing  ,NORTH,UPI,11.0,358.79,3946.69
2056,11/17/2025,  Home & Kitchen  ,East,UPI,18.0,17.72,318.96
1150,15/02/2025,Toys,South,Debit Card,19.0,38.15,724.85
1219,08-Mar-2025,Clothing,North,Debit Card,1.0,331.46,331.46
1240,03/14/2025,TOYS,WEST,UPI,8.0,187.33,1498.64
1758,18/08/2025,toys,West,Debit Card,17.0,272.45,4631.65
1193,2025-02-28,toys,west,Debit Card,12.0,101.51,1218.12
1192,02/27/2025,Electronics,east,Debit Card,15.0,89.09,1336.35
1618,07/07/2025,  Electronics  ,north,UPI,11.0,217.83,2396.13
2094,28/11/2025,Books,EAST,Debit Card,10.0,15.36,153.6
1634,12/07/2025,Home & Kitchen,East,UPI,20.0,331.04,6620.8
1744,08/14/2025,SPORTS,  East  ,Net Banking,2.0,443.66,887.32
1875,23-Sep-2025,Sports,NORTH,Cash,14.0,133.61,1870.54
1986,27/10/2025,clothing,WEST,Credit Card,24.0,341.42,8194.08
1747,15-Aug-2025,home & kitchen,North,Debit Card,7.0,319.53,2236.71
1583,26-Jun-2025,toys,East,Credit Card,8.0,96.94,775.52
2084,2025-11-25,Toys,north,Net Banking,20.0,293.65,5873.0
1324,04/09/2025,books,west,Net Banking,16.0,93.78,1500.48
1977,2025-10-24,Electronics,North,Debit Card,12.0,206.26,2475.12
1902,01/10/2025,Sports,  North  ,,20.0,236.5,4730.0
1796,08/30/2025,sports,  East  ,Net Banking,7.0,211.51,1480.57
1438,13/05/2025,Sports,east,Cash,12.0,372.11,4465.32
1814,04/09/2025,  Sports  ,South,Debit Card,16.0,119.58,1913.28
1884,09/26/2025,Home & Kitchen,West,Credit Card,21.0,338.18,7101.78
1342,14/04/2025,Books,  East  ,UPI,7.0,142.12,994.84
1003,01-Jan-2025,Home & Kitchen,West,Cash,19.0,271.47,5157.93
1230,11/03/2025,clothing,West,Cash,18.0,113.26,2038.68
1681,2025-07-26,Clothing,South,Cash,18.0,184.47,3320.46
2183,25-Dec-2025,  Home & Kitchen  ,West,UPI,6.0,243.23,1459.38
1077,2025-01-24,Clothing,West,Credit Card,10.0,5.99,59.9
2132,12/10/2025,toys,NORTH,Net Banking,10.0,79.96,799.6
1372,04/23/2025,  Sports  ,North,Net Banking,4.0,487.79,1951.16
1181,2025-02-24,  Electronics  ,West,Debit Card,5.0,37.9,189.5
1751,16-Aug-2025,ELECTRONICS,North,Credit Card,20.0,267.99,5359.8
1578,25/06/2025,Electronics,EAST,Cash,24.0,224.19,5380.56
1944,10/14/2025,SPORTS,east,Credit Card,15.0,,
1801,2025-08-31,Sports,East,Net Banking,5.0,449.49,2247.45
2049,2025-11-15,Toys,West,Credit Card,10.0,351.8,3518.0
2040,11/12/2025,BOOKS,North,Debit Card,19.0,204.34,3882.46
1682,26/07/2025,Books,West,Debit Card,19.0,403.83,7672.77
1590,28/06/2025,ELECTRONICS,East,Debit Card,23.0,79.48,1828.04
1816,09/05/2025,Books,East,Credit Card,16.0,463.6,7417.6
1861,2025-09-19,BOOKS,EAST,UPI,4.0,403.69,1614.76
2019,06-Nov-2025,books,  West  ,,24.0,285.04,6840.96
1999,30-Oct-2025,Electronics,South,Credit Card,19.0,280.51,5329.69
1038,12/01/2025,Home & Kitchen,East,Cash,21.0,407.99,8567.79
1354,18/04/2025,toys,,Cash,,,
2124,12/07/2025,electronics,south,Net Banking,4.0,331.55,1326.2
1237,2025-03-13,SPORTS,North,Cash,686.0,97.92,67173.12
2139,12-Dec-2025,BOOKS,South,UPI,,198.91,
1500,06/01/2025,Books,South,Net Banking,22.0,122.88,2703.36
1554,17/06/2025,  Clothing  ,North,Net Banking,5.0,175.82,879.1
1056,01/17/2025,  Sports  ,North,Debit Card,23.0,470.85,10829.55
1303,02-Apr-2025,Home & Kitchen,,Debit Card,14.0,,
1287,28-Mar-2025,HOME & KITCHEN,,UPI,15.0,314.18,4712.7
1846,14/09/2025,toys,east,Cash,9.0,,
1220,03/08/2025,books,East,UPI,24.0,399.14,9579.36
1670,23/07/2025,sports,SOUTH,Debit Card,12.0,347.55,4170.6
1388,04/28/2025,Clothing,  North  ,Credit Card,15.0,484.04,7260.6
2102,01/12/2025,Home & Kitchen,west,Debit Card,4.0,,
1391,29-Apr-2025,ELECTRONICS,East,Debit Card,22.0,400.16,8803.52
1353,2025-04-17,Books,WEST,Net Banking,17.0,442.04,7514.68
1194,28/02/2025,  Sports  ,  West  ,Debit Card,,445.75,
1236,03/13/2025,  Toys  ,  South  ,Net Banking,13.0,381.62,4961.06
2128,12/09/2025,Sports,SOUTH,,4.0,407.79,1631.16
1481,2025-05-26,clothing,SOUTH,Net Banking,1.0,114.15,114.15
1568,06/22/2025,Books,North,Credit Card,13.0,144.4,1877.2
1117,2025-02-05,Electronics,  South  ,Net Banking,5.0,107.09,535.45
1965,2025-10-20,Toys,East,Cash,8.0,333.59,2668.72
1654,18/07/2025,SPORTS,NORTH,UPI,14.0,21.06,294.84
2020,11/06/2025,Home & Kitchen,south,UPI,1.0,259.66,259.66
2135,11-Dec-2025,CLOTHING,North,Cash,6.0,292.96,1757.76
1840,09/12/2025,Sports,South,Net Banking,24.0,417.02,10008.48
1821,2025-09-06,Books,East,UPI,15.0,199.48,2992.2
1121,2025-02-06,clothing,North,Credit Card,23.0,256.36,5896.28
1864,09/19/2025,Home & Kitchen,East,Credit Card,19.0,78.88,1498.72
2046,14/11/2025,Books,SOUTH,,10.0,68.52,685.2
1817,2025-09-05,toys,WEST,Credit Card,7.0,212.72,1489.04
1063,19-Jan-2025,  Home & Kitchen  ,east,Net Banking,24.0,430.11,10322.64
1707,03-Aug-2025,SPORTS,  West  ,Credit Card,1.0,283.28,283.28
1454,18/05/2025,Books,,UPI,16.0,,
1516,06/06/2025,Electronics,east,Cash,10.0,173.5,1735.0
1571,23-Jun-2025,sports,west,UPI,15.0,,
1224,03/09/2025,Electronics,South,Debit Card,19.0,469.84,8926.96
1614,06/07/2025,  Sports  ,East,Debit Card,8.0,139.46,1115.68
1222,09/03/2025,Sports,West,UPI,15.0,347.72,5215.8
1709,2025-08-03,Sports,north,Debit Card,7.0,38.88,272.16
1838,12/09/2025,ELECTRONICS,West,UPI,23.0,30.03,690.69
1466,22/05/2025,Clothing,South,Debit Card,9.0,413.73,3723.57
1053,2025-01-16,Clothing,  East  ,Debit Card,12.0,166.74,2000.88
2122,07/12/2025,Electronics,South,Credit Card,17.0,210.34,3575.78
1486,28/05/2025,Sports,east,Credit Card,13.0,5.32,69.16
2169,2025-12-21,Books,North,Net Banking,16.0,392.82,6285.12
1973,2025-10-23,Electronics,WEST,Cash,13.0,49.49,643.37
1156,02/17/2025,Sports,EAST,Net Banking,12.0,,
1971,22-Oct-2025,SPORTS,north,Net Banking,6.0,252.64,1515.84
1601,2025-07-02,Electronics,NORTH,Debit Card,15.0,409.62,6144.3
1929,2025-10-09,sports,south,Credit Card,6.0,424.21,2545.26
1249,2025-03-17,Home & Kitchen,South,UPI,6.0,335.09,2010.54
1442,14/05/2025,Books,North,Net Banking,15.0,183.89,2758.35
2112,12/04/2025,Electronics,west,UPI,24.0,172.96,4151.04
2125,2025-12-08,ELECTRONICS,  East  ,Credit Card,19.0,223.81,4252.39
1543,14-Jun-2025,  Sports  ,north,UPI,16.0,122.28,1956.48
1702,01/08/2025,Clothing,West,Cash,13.0,240.42,3125.46
1118,05/02/2025,Books,North,Cash,10.0,198.97,1989.7
2034,10/11/2025,Sports,SOUTH,Credit Card,22.0,,
1629,2025-07-10,toys,EAST,Credit Card,14.0,62.71,877.94
1752,08/16/2025,Sports,NORTH,Debit Card,21.0,340.33,7146.93
1976,10/23/2025,Home & Kitchen,West,Credit Card,19.0,459.05,8721.95
1292,03/30/2025,Electronics,NORTH,UPI,5.0,379.58,1897.9
2068,11/20/2025,  Books  ,south,Net Banking,2.0,47.59,95.18
1382,26/04/2025,clothing,South,Net Banking,24.0,137.94,3310.56
1737,2025-08-12,Books,South,Net Banking,13.0,440.27,5723.51
1991,28-Oct-2025,CLOTHING,South,Net Banking,7.0,112.86,790.02
1201,2025-03-02,Electronics,East,Net Banking,24.0,,
1597,2025-06-30,Toys,East,UPI,24.0,376.83,9043.92
1569,06/22/2025,electronics,north,Cash,7.0,481.86,3373.02
2166,20/12/2025,Sports,SOUTH,Net Banking,14.0,241.04,3374.56
2044,11/13/2025,Books,East,Debit Card,24.0,70.94,1702.56
1730,10/08/2025,clothing,SOUTH,Cash,8.0,200.65,1605.2
1931,10-Oct-2025,clothing,West,UPI,20.0,339.86,6797.2
1506,03/06/2025,CLOTHING,South,Credit Card,3.0,246.2,738.6
1349,2025-04-16,Home & Kitchen,West,Debit Card,19.0,214.55,4076.45
1978,24/10/2025,Sports,SOUTH,Net Banking,16.0,75.92,1214.72
2093,28-Nov-2025,Toys,North,,15.0,456.11,6841.65
1341,2025-04-14,ELECTRONICS,east,Debit Card,21.0,288.44,6057.24
1616,07/06/2025,Home & Kitchen,South,Net Banking,4.0,96.39,385.56
1155,16-Feb-2025,Books,North,Cash,21.0,37.95,796.95
2133,2025-12-10,home & kitchen,South,Credit Card,6.0,241.32,1447.92
1805,2025-09-02,clothing,East,Credit Card,23.0,13.21,303.83
1078,24/01/2025,CLOTHING,SOUTH,Debit Card,18.0,360.78,6494.04
1288,03/29/2025,Home & Kitchen,SOUTH,Debit Card,1448.0,432.89,626824.72
1323,08-Apr-2025,Electronics,south,UPI,10.0,301.65,3016.5
1963,20-Oct-2025,Electronics,SOUTH,UPI,1.0,91.45,91.45
1867,20-Sep-2025,sports,South,Credit Card,9.0,207.19,1864.71
1841,2025-09-13,sports,EAST,Debit Card,20.0,403.8,8076.0
1083,25-Jan-2025,books,North,Net Banking,17.0,14.47,245.99
1849,2025-09-15,Toys,south,Debit Card,5.0,,
1465,2025-05-21,clothing,,Credit Card,7.0,95.5,668.5
1842,13/09/2025,toys,South,Debit Card,23.0,116.04,2668.92
1799,31-Aug-2025,HOME & KITCHEN,SOUTH,Cash,7.0,211.98,1483.86
2200,12/31/2025,BOOKS,  North  ,Credit Card,17.0,,
1969,2025-10-21,ELECTRONICS,West,Credit Card,5.0,290.56,1452.8
1334,12/04/2025,HOME & KITCHEN,north,Credit Card,8.0,419.89,3359.12
1011,04-Jan-2025,Books,NORTH,Net Banking,9.0,127.95,1151.55
1739,13-Aug-2025,CLOTHING,South,Net Banking,4.0,119.53,478.12
1471,23-May-2025,Electronics,West,UPI,4.0,75.79,303.16
1033,2025-01-10,Books,east,Net Banking,21.0,84.43,1773.03
1826,08/09/2025,Toys,NORTH,Credit Card,15.0,156.68,2350.2
1414,06/05/2025,Clothing,WEST,Credit Card,,76.32,
1581,2025-06-26,Clothing,South,Cash,22.0,418.11,9198.42
1383,26-Apr-2025,Toys,NORTH,Net Banking,2.0,54.98,109.96
1871,22-Sep-2025,CLOTHING,South,Debit Card,18.0,199.0,3582.0
2099,30-Nov-2025,TOYS,North,Debit Card,9.0,169.02,1521.18
2197,2025-12-30,electronics,West,Credit Card,19.0,451.69,8582.11
2182,25/12/2025,Books,WEST,UPI,18.0,337.76,6079.68
2168,12/21/2025,  Sports  ,SOUTH,Debit Card,11.0,415.18,4566.98
1379,25-Apr-2025,Clothing,North,Cash,14.0,109.34,1530.76
1090,28/01/2025,sports,North,Credit Card,20.0,262.02,5240.4
1836,09/11/2025,TOYS,North,UPI,2.0,190.49,380.98
1602,02/07/2025,Books,North,Cash,22.0,379.74,8354.28
1214,06/03/2025,  Electronics  ,WEST,Net Banking,6.0,98.02,588.12
1333,2025-04-11,  Sports  ,  North  ,Cash,3.0,,
1134,10/02/2025,Home & Kitchen,West,Net Banking,4.0,418.88,1675.52
1347,16-Apr-2025,Home & Kitchen,east,Debit Card,13.0,30.73,399.49
1907,03-Oct-2025,  Toys  ,West,Net Banking,17.0,284.29,4832.93
1008,01/03/2025,Home & Kitchen,WEST,Debit Card,18.0,394.76,7105.68
1889,2025-09-27,books,  North  ,UPI,16.0,183.43,2934.88
1321,2025-04-08,HOME & KITCHEN,SOUTH,Debit Card,23.0,82.32,1893.36
2071,21-Nov-2025,Electronics,East,Cash,6.0,294.87,1769.22
